time_of_day,day_of_week,vehicle_count_north,vehicle_count_south,vehicle_count_east,vehicle_count_west,green_light_north,green_light_south,green_light_east,green_light_west,yellow_light_north,yellow_light_south,yellow_light_east,yellow_light_west,red_light_north,red_light_south,red_light_east,red_light_west
11,4,72,1,21,34,73.63636363636364,30.606060606060606,42.72727272727273,50.60606060606061,5,5,5,5,-82.57575757575756,-82.57575757575756,-82.57575757575756,-82.57575757575756
18,1,32,6,16,78,49.39393939393939,33.63636363636364,39.696969696969695,77.27272727272728,5,5,5,5,-85.0,-85.0,-85.0,-85.0
21,7,40,79,58,4,54.24242424242424,77.87878787878788,65.15151515151516,32.42424242424242,5,5,5,5,-114.69696969696969,-114.69696969696969,-114.69696969696969,-114.69696969696969
22,7,88,2,89,59,83.33333333333333,31.21212121212121,83.93939393939394,65.75757575757575,5,5,5,5,-149.24242424242425,-149.24242424242425,-149.24242424242425,-149.24242424242425
21,4,47,2,70,45,58.484848484848484,31.21212121212121,72.42424242424242,57.27272727272727,5,5,5,5,-104.3939393939394,-104.3939393939394,-104.3939393939394,-104.39393939393938
13,2,12,26,56,49,37.27272727272727,45.75757575757576,63.93939393939394,59.6969696969697,5,5,5,5,-91.66666666666669,-91.66666666666669,-91.66666666666669,-91.66666666666666
5,7,72,39,25,47,73.63636363636364,53.63636363636364,45.151515151515156,58.484848484848484,5,5,5,5,-115.90909090909093,-115.90909090909093,-115.90909090909093,-115.9090909090909
5,5,76,32,24,5,76.06060606060606,49.39393939393939,44.54545454545455,33.03030303030303,5,5,5,5,-88.03030303030303,-88.03030303030303,-88.03030303030303,-88.03030303030306
12,1,30,91,9,88,48.18181818181819,85.15151515151516,35.45454545454545,83.33333333333333,5,5,5,5,-137.12121212121212,-137.12121212121212,-137.12121212121212,-137.12121212121212
18,1,74,0,44,55,74.84848484848484,30.0,56.666666666666664,63.333333333333336,5,5,5,5,-109.84848484848484,-109.84848484848484,-109.84848484848484,-109.84848484848484
21,7,67,7,82,58,70.60606060606061,34.24242424242424,79.69696969696969,65.15151515151516,5,5,5,5,-134.6969696969697,-134.6969696969697,-134.69696969696972,-134.6969696969697
7,3,97,31,10,28,88.78787878787878,48.78787878787879,36.06060606060606,46.96969696969697,5,5,5,5,-105.6060606060606,-105.6060606060606,-105.6060606060606,-105.6060606060606
1,7,3,47,76,70,31.81818181818182,58.484848484848484,76.06060606060606,72.42424242424242,5,5,5,5,-123.78787878787881,-123.78787878787881,-123.78787878787881,-123.78787878787881
20,3,18,3,52,76,40.90909090909091,31.81818181818182,61.515151515151516,76.06060606060606,5,5,5,5,-95.30303030303031,-95.30303030303031,-95.30303030303031,-95.30303030303031
0,7,69,93,71,17,71.81818181818181,86.36363636363637,73.03030303030303,40.303030303030305,5,5,5,5,-156.5151515151515,-156.5151515151515,-156.5151515151515,-156.5151515151515
14,5,97,69,67,1,88.78787878787878,71.81818181818181,70.60606060606061,30.606060606060606,5,5,5,5,-146.8181818181818,-146.8181818181818,-146.8181818181818,-146.8181818181818
0,6,81,18,94,7,79.0909090909091,40.90909090909091,86.96969696969697,34.24242424242424,5,5,5,5,-126.21212121212122,-126.21212121212122,-126.21212121212122,-126.21212121212122
4,1,12,31,27,74,37.27272727272727,48.78787878787879,46.36363636363636,74.84848484848484,5,5,5,5,-92.27272727272728,-92.27272727272728,-92.27272727272725,-92.27272727272725
15,7,22,8,74,96,43.33333333333333,34.84848484848485,74.84848484848484,88.18181818181819,5,5,5,5,-126.21212121212122,-126.21212121212122,-126.21212121212122,-126.21212121212119
18,5,82,11,64,53,79.69696969696969,36.666666666666664,68.78787878787878,62.121212121212125,5,5,5,5,-132.27272727272725,-132.27272727272725,-132.27272727272725,-132.27272727272725
3,3,74,10,48,37,74.84848484848484,36.06060606060606,59.09090909090909,52.42424242424242,5,5,5,5,-107.42424242424244,-107.42424242424244,-107.42424242424244,-107.42424242424241
2,3,0,45,46,47,30.0,57.27272727272727,57.878787878787875,58.484848484848484,5,5,5,5,-88.63636363636363,-88.63636363636363,-88.63636363636363,-88.63636363636363
16,1,87,15,51,26,82.72727272727272,39.09090909090909,60.90909090909091,45.75757575757576,5,5,5,5,-113.48484848484847,-113.48484848484847,-113.48484848484847,-113.48484848484847
16,4,53,0,87,19,62.121212121212125,30.0,82.72727272727272,41.515151515151516,5,5,5,5,-101.36363636363637,-101.36363636363637,-101.36363636363637,-101.36363636363635
11,7,70,62,53,11,72.42424242424242,67.57575757575758,62.121212121212125,36.666666666666664,5,5,5,5,-123.78787878787878,-123.78787878787878,-123.78787878787878,-123.78787878787881
13,2,88,20,59,42,83.33333333333333,42.121212121212125,65.75757575757575,55.45454545454545,5,5,5,5,-131.66666666666663,-131.66666666666663,-131.66666666666663,-131.66666666666666
20,3,84,29,56,60,80.9090909090909,47.57575757575758,63.93939393939394,66.36363636363637,5,5,5,5,-143.7878787878788,-143.7878787878788,-143.7878787878788,-143.7878787878788
5,6,14,12,46,30,38.484848484848484,37.27272727272727,57.878787878787875,48.18181818181819,5,5,5,5,-66.81818181818181,-66.81818181818181,-66.81818181818181,-66.81818181818181
2,6,64,33,30,90,68.78787878787878,50.0,48.18181818181819,84.54545454545455,5,5,5,5,-136.5151515151515,-136.5151515151515,-136.5151515151515,-136.5151515151515
8,3,75,3,45,95,75.45454545454545,31.81818181818182,57.27272727272727,87.57575757575756,5,5,5,5,-137.12121212121212,-137.12121212121212,-137.12121212121212,-137.12121212121207
4,4,70,27,25,60,72.42424242424242,46.36363636363636,45.151515151515156,66.36363636363637,5,5,5,5,-115.30303030303031,-115.30303030303031,-115.30303030303031,-115.30303030303034
23,4,14,94,4,73,38.484848484848484,86.96969696969697,32.42424242424242,74.24242424242425,5,5,5,5,-117.12121212121212,-117.12121212121212,-117.12121212121212,-117.12121212121212
16,5,20,58,83,66,42.121212121212125,65.15151515151516,80.3030303030303,70.0,5,5,5,5,-142.57575757575756,-142.57575757575756,-142.57575757575756,-142.57575757575756
13,6,18,26,51,90,40.90909090909091,45.75757575757576,60.90909090909091,84.54545454545455,5,5,5,5,-117.12121212121212,-117.12121212121212,-117.12121212121212,-117.1212121212121
20,5,59,68,74,34,65.75757575757575,71.21212121212122,74.84848484848484,50.60606060606061,5,5,5,5,-147.42424242424244,-147.42424242424244,-147.42424242424244,-147.42424242424238
2,6,92,24,53,94,85.75757575757575,44.54545454545455,62.121212121212125,86.96969696969697,5,5,5,5,-164.39393939393938,-164.39393939393938,-164.39393939393938,-164.39393939393938
0,7,88,2,32,14,83.33333333333333,31.21212121212121,49.39393939393939,38.484848484848484,5,5,5,5,-87.42424242424244,-87.42424242424244,-87.42424242424244,-87.42424242424244
19,7,32,96,49,15,49.39393939393939,88.18181818181819,59.6969696969697,39.09090909090909,5,5,5,5,-121.36363636363635,-121.36363636363635,-121.36363636363637,-121.36363636363637
20,2,48,67,37,12,59.09090909090909,70.60606060606061,52.42424242424242,37.27272727272727,5,5,5,5,-104.3939393939394,-104.3939393939394,-104.3939393939394,-104.39393939393943
22,7,95,24,26,34,87.57575757575756,44.54545454545455,45.75757575757576,50.60606060606061,5,5,5,5,-113.4848484848485,-113.4848484848485,-113.4848484848485,-113.4848484848485
0,2,34,19,97,74,50.60606060606061,41.515151515151516,88.78787878787878,74.84848484848484,5,5,5,5,-140.75757575757575,-140.75757575757575,-140.75757575757575,-140.75757575757575
2,7,43,33,14,58,56.06060606060606,50.0,38.484848484848484,65.15151515151516,5,5,5,5,-94.69696969696972,-94.69696969696972,-94.69696969696972,-94.69696969696969
17,1,89,25,95,20,83.93939393939394,45.151515151515156,87.57575757575756,42.121212121212125,5,5,5,5,-143.78787878787875,-143.78787878787875,-143.78787878787875,-143.78787878787875
9,7,10,4,60,53,36.06060606060606,32.42424242424242,66.36363636363637,62.121212121212125,5,5,5,5,-81.969696969697,-81.969696969697,-81.969696969697,-81.969696969697
21,5,98,98,20,74,89.3939393939394,89.3939393939394,42.121212121212125,74.84848484848484,5,5,5,5,-180.75757575757575,-180.75757575757575,-180.75757575757575,-180.75757575757575
2,3,71,60,45,29,73.03030303030303,66.36363636363637,57.27272727272727,47.57575757575758,5,5,5,5,-129.24242424242425,-129.24242424242425,-129.24242424242425,-129.24242424242428
7,5,77,91,68,47,76.66666666666666,85.15151515151516,71.21212121212122,58.484848484848484,5,5,5,5,-176.5151515151515,-176.5151515151515,-176.5151515151515,-176.5151515151515
13,3,73,92,5,34,74.24242424242425,85.75757575757575,33.03030303030303,50.60606060606061,5,5,5,5,-128.63636363636363,-128.63636363636363,-128.63636363636363,-128.63636363636365
23,4,65,8,37,85,69.39393939393939,34.84848484848485,52.42424242424242,81.51515151515152,5,5,5,5,-123.18181818181819,-123.18181818181819,-123.18181818181819,-123.18181818181819
17,5,45,49,61,37,57.27272727272727,59.6969696969697,66.96969696969697,52.42424242424242,5,5,5,5,-121.36363636363637,-121.36363636363637,-121.36363636363637,-121.36363636363635
14,4,8,5,85,30,34.84848484848485,33.03030303030303,81.51515151515152,48.18181818181819,5,5,5,5,-82.57575757575756,-82.57575757575756,-82.57575757575759,-82.57575757575756
21,2,2,82,61,77,31.21212121212121,79.69696969696969,66.96969696969697,76.66666666666666,5,5,5,5,-139.5454545454545,-139.5454545454545,-139.5454545454545,-139.5454545454545
22,2,84,59,81,23,80.9090909090909,65.75757575757575,79.0909090909091,43.93939393939394,5,5,5,5,-154.6969696969697,-154.6969696969697,-154.6969696969697,-154.6969696969697
1,1,25,43,77,48,45.151515151515156,56.06060606060606,76.66666666666666,59.09090909090909,5,5,5,5,-121.96969696969697,-121.96969696969697,-121.96969696969697,-121.96969696969697
9,7,71,10,73,95,73.03030303030303,36.06060606060606,74.24242424242425,87.57575757575756,5,5,5,5,-155.90909090909088,-155.90909090909088,-155.90909090909088,-155.90909090909088
1,5,47,65,45,99,58.484848484848484,69.39393939393939,57.27272727272727,90.0,5,5,5,5,-160.15151515151513,-160.15151515151513,-160.15151515151513,-160.15151515151513
16,4,65,46,12,31,69.39393939393939,57.878787878787875,37.27272727272727,48.78787878787879,5,5,5,5,-98.33333333333331,-98.33333333333331,-98.33333333333331,-98.33333333333334
7,3,69,72,94,54,71.81818181818181,73.63636363636364,86.96969696969697,62.72727272727273,5,5,5,5,-180.15151515151513,-180.15151515151513,-180.15151515151518,-180.15151515151513
0,2,27,84,93,78,46.36363636363636,80.9090909090909,86.36363636363637,77.27272727272728,5,5,5,5,-175.90909090909088,-175.90909090909088,-175.90909090909093,-175.90909090909088
8,7,92,87,2,57,85.75757575757575,82.72727272727272,31.21212121212121,64.54545454545455,5,5,5,5,-149.24242424242425,-149.24242424242425,-149.24242424242425,-149.24242424242425
10,2,25,97,93,98,45.151515151515156,88.78787878787878,86.36363636363637,89.3939393939394,5,5,5,5,-194.69696969696975,-194.69696969696975,-194.69696969696975,-194.69696969696975
21,3,24,85,5,2,44.54545454545455,81.51515151515152,33.03030303030303,31.21212121212121,5,5,5,5,-75.30303030303031,-75.30303030303031,-75.30303030303031,-75.30303030303028
15,7,11,2,92,79,36.666666666666664,31.21212121212121,85.75757575757575,77.87878787878788,5,5,5,5,-116.5151515151515,-116.5151515151515,-116.5151515151515,-116.5151515151515
6,7,4,75,7,68,32.42424242424242,75.45454545454545,34.24242424242424,71.21212121212122,5,5,5,5,-98.33333333333334,-98.33333333333334,-98.33333333333334,-98.33333333333334
9,4,97,91,43,84,88.78787878787878,85.15151515151516,56.06060606060606,80.9090909090909,5,5,5,5,-195.90909090909088,-195.90909090909088,-195.90909090909088,-195.90909090909093
22,4,47,29,32,9,58.484848484848484,47.57575757575758,49.39393939393939,35.45454545454545,5,5,5,5,-75.90909090909088,-75.90909090909088,-75.90909090909088,-75.90909090909088
2,5,36,89,80,82,51.81818181818182,83.93939393939394,78.48484848484848,79.69696969696969,5,5,5,5,-178.93939393939394,-178.93939393939394,-178.93939393939394,-178.93939393939394
17,5,78,20,74,24,77.27272727272728,42.121212121212125,74.84848484848484,44.54545454545455,5,5,5,5,-123.78787878787881,-123.78787878787881,-123.78787878787881,-123.78787878787878
23,6,43,27,76,67,56.06060606060606,46.36363636363636,76.06060606060606,70.60606060606061,5,5,5,5,-134.09090909090912,-134.09090909090912,-134.09090909090912,-134.09090909090912
12,6,99,89,49,60,90.0,83.93939393939394,59.6969696969697,66.36363636363637,5,5,5,5,-185.0,-185.0,-185.0,-185.0
6,1,14,61,10,28,38.484848484848484,66.96969696969697,36.06060606060606,46.96969696969697,5,5,5,5,-73.48484848484847,-73.48484848484847,-73.48484848484847,-73.4848484848485
3,2,42,32,94,18,55.45454545454545,49.39393939393939,86.96969696969697,40.90909090909091,5,5,5,5,-117.72727272727272,-117.72727272727272,-117.72727272727272,-117.72727272727272
12,5,47,84,27,42,58.484848484848484,80.9090909090909,46.36363636363636,55.45454545454545,5,5,5,5,-126.21212121212119,-126.21212121212119,-126.21212121212119,-126.21212121212119
19,4,86,34,69,65,82.12121212121212,50.60606060606061,71.81818181818181,69.39393939393939,5,5,5,5,-158.93939393939394,-158.93939393939394,-158.93939393939394,-158.93939393939394
0,3,69,51,40,73,71.81818181818181,60.90909090909091,54.24242424242424,74.24242424242425,5,5,5,5,-146.21212121212125,-146.21212121212125,-146.21212121212125,-146.2121212121212
7,4,45,33,15,60,57.27272727272727,50.0,39.09090909090909,66.36363636363637,5,5,5,5,-97.72727272727275,-97.72727272727275,-97.72727272727275,-97.72727272727275
13,2,42,40,67,42,55.45454545454545,54.24242424242424,70.60606060606061,55.45454545454545,5,5,5,5,-120.75757575757575,-120.75757575757575,-120.75757575757575,-120.75757575757575
15,6,20,50,98,24,42.121212121212125,60.303030303030305,89.3939393939394,44.54545454545455,5,5,5,5,-121.36363636363637,-121.36363636363637,-121.36363636363637,-121.36363636363637
13,4,22,46,47,19,43.33333333333333,57.878787878787875,58.484848484848484,41.515151515151516,5,5,5,5,-86.21212121212119,-86.21212121212119,-86.21212121212119,-86.21212121212119
11,1,79,81,55,47,77.87878787878788,79.0909090909091,63.333333333333336,58.484848484848484,5,5,5,5,-163.7878787878788,-163.7878787878788,-163.7878787878788,-163.7878787878788
18,2,46,57,63,82,57.878787878787875,64.54545454545455,68.18181818181819,79.69696969696969,5,5,5,5,-155.3030303030303,-155.3030303030303,-155.3030303030303,-155.3030303030303
22,6,14,74,58,86,38.484848484848484,74.84848484848484,65.15151515151516,82.12121212121212,5,5,5,5,-145.60606060606062,-145.60606060606062,-145.60606060606062,-145.60606060606062
14,3,24,56,89,23,44.54545454545455,63.93939393939394,83.93939393939394,43.93939393939394,5,5,5,5,-121.36363636363637,-121.36363636363637,-121.36363636363637,-121.36363636363637
1,6,35,22,61,10,51.21212121212121,43.33333333333333,66.96969696969697,36.06060606060606,5,5,5,5,-82.57575757575756,-82.57575757575756,-82.57575757575756,-82.57575757575759
1,7,74,47,75,97,74.84848484848484,58.484848484848484,75.45454545454545,88.78787878787878,5,5,5,5,-182.5757575757575,-182.5757575757575,-182.57575757575762,-182.57575757575756
22,1,50,21,10,54,60.303030303030305,42.72727272727273,36.06060606060606,62.72727272727273,5,5,5,5,-86.81818181818181,-86.81818181818181,-86.81818181818181,-86.81818181818181
21,2,14,16,88,27,38.484848484848484,39.696969696969695,83.33333333333333,46.36363636363636,5,5,5,5,-92.87878787878788,-92.87878787878788,-92.87878787878788,-92.87878787878788
18,3,67,68,17,68,70.60606060606061,71.21212121212122,40.303030303030305,71.21212121212122,5,5,5,5,-138.33333333333337,-138.33333333333337,-138.33333333333337,-138.33333333333331
21,1,20,10,18,62,42.121212121212125,36.06060606060606,40.90909090909091,67.57575757575758,5,5,5,5,-71.66666666666669,-71.66666666666669,-71.66666666666669,-71.66666666666666
21,6,12,93,86,58,37.27272727272727,86.36363636363637,82.12121212121212,65.15151515151516,5,5,5,5,-155.90909090909093,-155.90909090909093,-155.90909090909093,-155.90909090909093
16,1,85,14,54,4,81.51515151515152,38.484848484848484,62.72727272727273,32.42424242424242,5,5,5,5,-100.15151515151513,-100.15151515151513,-100.15151515151518,-100.15151515151516
19,2,18,90,81,50,40.90909090909091,84.54545454545455,79.0909090909091,60.303030303030305,5,5,5,5,-149.84848484848482,-149.84848484848482,-149.84848484848487,-149.84848484848487
9,5,33,34,25,20,50.0,50.60606060606061,45.151515151515156,42.121212121212125,5,5,5,5,-72.87878787878788,-72.87878787878788,-72.87878787878788,-72.8787878787879
5,1,77,32,5,11,76.66666666666666,49.39393939393939,33.03030303030303,36.666666666666664,5,5,5,5,-80.75757575757575,-80.75757575757575,-80.75757575757572,-80.75757575757572
14,7,67,83,3,49,70.60606060606061,80.3030303030303,31.81818181818182,59.6969696969697,5,5,5,5,-127.42424242424244,-127.42424242424244,-127.42424242424244,-127.42424242424244
21,1,51,15,28,3,60.90909090909091,39.09090909090909,46.96969696969697,31.81818181818182,5,5,5,5,-63.78787878787878,-63.78787878787878,-63.78787878787878,-63.78787878787878
10,6,26,33,58,41,45.75757575757576,50.0,65.15151515151516,54.848484848484844,5,5,5,5,-100.75757575757575,-100.75757575757575,-100.75757575757575,-100.75757575757575
4,6,28,65,97,83,46.96969696969697,69.39393939393939,88.78787878787878,80.3030303030303,5,5,5,5,-170.45454545454544,-170.45454545454544,-170.45454545454544,-170.45454545454538
0,3,27,98,16,37,46.36363636363636,89.3939393939394,39.696969696969695,52.42424242424242,5,5,5,5,-112.87878787878788,-112.87878787878788,-112.87878787878788,-112.87878787878788
7,6,34,39,42,24,50.60606060606061,53.63636363636364,55.45454545454545,44.54545454545455,5,5,5,5,-89.24242424242425,-89.24242424242425,-89.24242424242425,-89.24242424242425
20,4,7,27,79,13,34.24242424242424,46.36363636363636,77.87878787878788,37.87878787878788,5,5,5,5,-81.36363636363635,-81.36363636363635,-81.36363636363637,-81.36363636363637
11,2,15,46,65,74,39.09090909090909,57.878787878787875,69.39393939393939,74.84848484848484,5,5,5,5,-126.21212121212122,-126.21212121212122,-126.21212121212122,-126.21212121212119
11,2,35,38,33,31,51.21212121212121,53.03030303030303,50.0,48.78787878787879,5,5,5,5,-88.03030303030303,-88.03030303030303,-88.03030303030303,-88.03030303030303
4,5,29,69,7,10,47.57575757575758,71.81818181818181,34.24242424242424,36.06060606060606,5,5,5,5,-74.69696969696969,-74.69696969696969,-74.69696969696969,-74.69696969696969
6,5,17,72,12,60,40.303030303030305,73.63636363636364,37.27272727272727,66.36363636363637,5,5,5,5,-102.57575757575759,-102.57575757575759,-102.57575757575759,-102.57575757575759
3,2,1,19,7,17,30.606060606060606,41.515151515151516,34.24242424242424,40.303030303030305,5,5,5,5,-31.666666666666686,-31.666666666666686,-31.666666666666657,-31.666666666666657
5,7,48,0,93,26,59.09090909090909,30.0,86.36363636363637,45.75757575757576,5,5,5,5,-106.21212121212122,-106.21212121212122,-106.21212121212122,-106.21212121212122
12,5,76,71,95,54,76.06060606060606,73.03030303030303,87.57575757575756,62.72727272727273,5,5,5,5,-184.39393939393938,-184.39393939393938,-184.39393939393938,-184.39393939393938
19,3,3,86,99,53,31.81818181818182,82.12121212121212,90.0,62.121212121212125,5,5,5,5,-151.06060606060606,-151.06060606060606,-151.06060606060606,-151.06060606060606
14,6,89,62,93,81,83.93939393939394,67.57575757575758,86.36363636363637,79.0909090909091,5,5,5,5,-201.969696969697,-201.969696969697,-201.969696969697,-201.969696969697
2,2,88,66,64,86,83.33333333333333,70.0,68.78787878787878,82.12121212121212,5,5,5,5,-189.24242424242425,-189.24242424242425,-189.24242424242425,-189.24242424242425
22,5,93,3,42,74,86.36363636363637,31.81818181818182,55.45454545454545,74.84848484848484,5,5,5,5,-133.48484848484847,-133.48484848484847,-133.48484848484847,-133.4848484848485
7,2,74,57,38,20,74.84848484848484,64.54545454545455,53.03030303030303,42.121212121212125,5,5,5,5,-119.54545454545453,-119.54545454545453,-119.54545454545456,-119.54545454545453
19,4,6,24,80,43,33.63636363636364,44.54545454545455,78.48484848484848,56.06060606060606,5,5,5,5,-97.72727272727275,-97.72727272727275,-97.72727272727275,-97.72727272727275
15,1,94,46,58,4,86.96969696969697,57.878787878787875,65.15151515151516,32.42424242424242,5,5,5,5,-127.42424242424244,-127.42424242424244,-127.42424242424244,-127.42424242424241
12,6,73,37,83,86,74.24242424242425,52.42424242424242,80.3030303030303,82.12121212121212,5,5,5,5,-174.09090909090912,-174.09090909090912,-174.09090909090912,-174.09090909090912
17,2,38,14,87,40,53.03030303030303,38.484848484848484,82.72727272727272,54.24242424242424,5,5,5,5,-113.4848484848485,-113.4848484848485,-113.4848484848485,-113.48484848484847
9,1,12,62,85,58,37.27272727272727,67.57575757575758,81.51515151515152,65.15151515151516,5,5,5,5,-136.5151515151515,-136.5151515151515,-136.5151515151515,-136.5151515151515
18,5,30,20,92,88,48.18181818181819,42.121212121212125,85.75757575757575,83.33333333333333,5,5,5,5,-144.39393939393938,-144.39393939393938,-144.39393939393938,-144.39393939393938
16,1,70,98,85,53,72.42424242424242,89.3939393939394,81.51515151515152,62.121212121212125,5,5,5,5,-190.45454545454544,-190.45454545454544,-190.4545454545455,-190.4545454545455
23,6,62,56,43,73,67.57575757575758,63.93939393939394,56.06060606060606,74.24242424242425,5,5,5,5,-146.8181818181818,-146.8181818181818,-146.8181818181818,-146.8181818181818
18,2,55,52,8,21,63.333333333333336,61.515151515151516,34.84848484848485,42.72727272727273,5,5,5,5,-87.42424242424244,-87.42424242424241,-87.42424242424241,-87.42424242424241
22,4,41,45,36,82,54.848484848484844,57.27272727272727,51.81818181818182,79.69696969696969,5,5,5,5,-128.63636363636363,-128.63636363636363,-128.63636363636363,-128.63636363636363
4,7,60,13,73,64,66.36363636363637,37.87878787878788,74.24242424242425,68.78787878787878,5,5,5,5,-132.27272727272728,-132.27272727272728,-132.27272727272728,-132.27272727272728
20,5,41,99,35,63,54.848484848484844,90.0,51.21212121212121,68.18181818181819,5,5,5,5,-149.24242424242425,-149.24242424242425,-149.24242424242425,-149.24242424242425
22,2,55,75,91,70,63.333333333333336,75.45454545454545,85.15151515151516,72.42424242424242,5,5,5,5,-181.36363636363637,-181.36363636363637,-181.36363636363637,-181.36363636363637
8,6,35,16,27,3,51.21212121212121,39.696969696969695,46.36363636363636,31.81818181818182,5,5,5,5,-54.090909090909065,-54.090909090909065,-54.090909090909065,-54.090909090909065
11,5,83,38,41,64,80.3030303030303,53.03030303030303,54.848484848484844,68.78787878787878,5,5,5,5,-141.96969696969694,-141.96969696969694,-141.96969696969694,-141.96969696969694
20,3,67,8,42,14,70.60606060606061,34.84848484848485,55.45454545454545,38.484848484848484,5,5,5,5,-84.39393939393943,-84.39393939393943,-84.39393939393938,-84.39393939393938
0,1,6,98,84,75,33.63636363636364,89.3939393939394,80.9090909090909,75.45454545454545,5,5,5,5,-164.39393939393943,-164.39393939393943,-164.39393939393938,-164.39393939393938
0,7,53,76,87,21,62.121212121212125,76.06060606060606,82.72727272727272,42.72727272727273,5,5,5,5,-148.63636363636363,-148.63636363636363,-148.63636363636363,-148.63636363636363
14,6,0,78,41,85,30.0,77.27272727272728,54.848484848484844,81.51515151515152,5,5,5,5,-128.63636363636363,-128.63636363636363,-128.63636363636363,-128.63636363636365
1,3,43,81,65,46,56.06060606060606,79.0909090909091,69.39393939393939,57.878787878787875,5,5,5,5,-147.42424242424244,-147.42424242424244,-147.42424242424238,-147.42424242424244
21,2,44,96,54,80,56.666666666666664,88.18181818181819,62.72727272727273,78.48484848484848,5,5,5,5,-171.06060606060606,-171.06060606060606,-171.06060606060606,-171.06060606060606
15,4,46,5,71,92,57.878787878787875,33.03030303030303,73.03030303030303,85.75757575757575,5,5,5,5,-134.6969696969697,-134.6969696969697,-134.6969696969697,-134.6969696969697
7,5,12,90,47,45,37.27272727272727,84.54545454545455,58.484848484848484,57.27272727272727,5,5,5,5,-122.57575757575759,-122.57575757575759,-122.57575757575759,-122.57575757575756
12,1,21,22,90,13,42.72727272727273,43.33333333333333,84.54545454545455,37.87878787878788,5,5,5,5,-93.4848484848485,-93.4848484848485,-93.4848484848485,-93.4848484848485
20,5,20,58,21,49,42.121212121212125,65.15151515151516,42.72727272727273,59.6969696969697,5,5,5,5,-94.69696969696969,-94.69696969696969,-94.69696969696969,-94.69696969696972
0,7,85,90,26,19,81.51515151515152,84.54545454545455,45.75757575757576,41.515151515151516,5,5,5,5,-138.33333333333331,-138.33333333333331,-138.33333333333331,-138.33333333333331
15,2,91,97,92,49,85.15151515151516,88.78787878787878,85.75757575757575,59.6969696969697,5,5,5,5,-204.39393939393938,-204.39393939393938,-204.39393939393938,-204.39393939393938
6,5,8,45,66,32,34.84848484848485,57.27272727272727,70.0,49.39393939393939,5,5,5,5,-96.5151515151515,-96.5151515151515,-96.5151515151515,-96.51515151515153
4,1,25,37,12,58,45.151515151515156,52.42424242424242,37.27272727272727,65.15151515151516,5,5,5,5,-85.0,-85.0,-85.00000000000003,-85.00000000000003
21,2,8,13,44,42,34.84848484848485,37.87878787878788,56.666666666666664,55.45454545454545,5,5,5,5,-69.84848484848487,-69.84848484848487,-69.84848484848487,-69.84848484848484
22,5,14,99,9,78,38.484848484848484,90.0,35.45454545454545,77.27272727272728,5,5,5,5,-126.21212121212122,-126.21212121212122,-126.21212121212122,-126.21212121212119
2,4,9,71,99,11,35.45454545454545,73.03030303030303,90.0,36.666666666666664,5,5,5,5,-120.15151515151516,-120.15151515151516,-120.15151515151513,-120.15151515151516
11,6,87,61,8,39,82.72727272727272,66.96969696969697,34.84848484848485,53.63636363636364,5,5,5,5,-123.18181818181819,-123.18181818181819,-123.18181818181819,-123.18181818181819
15,2,41,34,53,19,54.848484848484844,50.60606060606061,62.121212121212125,41.515151515151516,5,5,5,5,-94.09090909090907,-94.09090909090907,-94.09090909090907,-94.0909090909091
18,6,71,18,26,93,73.03030303030303,40.90909090909091,45.75757575757576,86.36363636363637,5,5,5,5,-131.06060606060606,-131.06060606060606,-131.06060606060606,-131.06060606060606
4,2,23,29,33,37,43.93939393939394,47.57575757575758,50.0,52.42424242424242,5,5,5,5,-78.93939393939394,-78.93939393939394,-78.93939393939394,-78.93939393939394
21,4,79,77,0,2,77.87878787878788,76.66666666666666,30.0,31.21212121212121,5,5,5,5,-100.75757575757575,-100.75757575757575,-100.75757575757575,-100.75757575757575
13,6,48,83,31,27,59.09090909090909,80.3030303030303,48.78787878787879,46.36363636363636,5,5,5,5,-119.5454545454545,-119.5454545454545,-119.54545454545456,-119.54545454545453
4,3,25,24,88,55,45.151515151515156,44.54545454545455,83.33333333333333,63.333333333333336,5,5,5,5,-121.36363636363637,-121.36363636363637,-121.3636363636364,-121.36363636363637
14,1,90,39,92,89,84.54545454545455,53.63636363636364,85.75757575757575,83.93939393939394,5,5,5,5,-192.87878787878788,-192.87878787878788,-192.87878787878788,-192.87878787878788
16,3,36,87,70,93,51.81818181818182,82.72727272727272,72.42424242424242,86.36363636363637,5,5,5,5,-178.33333333333331,-178.33333333333331,-178.33333333333337,-178.33333333333331
13,5,67,13,66,12,70.60606060606061,37.87878787878788,70.0,37.27272727272727,5,5,5,5,-100.75757575757578,-100.75757575757578,-100.75757575757578,-100.75757575757575
19,4,49,25,83,76,59.6969696969697,45.151515151515156,80.3030303030303,76.06060606060606,5,5,5,5,-146.21212121212125,-146.21212121212125,-146.21212121212125,-146.2121212121212
4,3,23,86,19,65,43.93939393939394,82.12121212121212,41.515151515151516,69.39393939393939,5,5,5,5,-121.96969696969694,-121.96969696969694,-121.96969696969694,-121.96969696969694
11,2,18,21,93,36,40.90909090909091,42.72727272727273,86.36363636363637,51.81818181818182,5,5,5,5,-106.81818181818181,-106.81818181818181,-106.81818181818181,-106.81818181818181
15,5,99,47,34,48,90.0,58.484848484848484,50.60606060606061,59.09090909090909,5,5,5,5,-143.18181818181824,-143.18181818181824,-143.18181818181824,-143.1818181818182
